id;texto;termo;classe
4.4.1.13.1.3;"A  procuração  particular  deve  ser  acompanhada  do  Contrato  Social  para  que  seja  comprovado  que  o signatário outorgante da procuração tem poderes para tal, bem como identidade e CPF do outorgado;";deve;processo
4.4.1.14;Os  documentos  juntados  ao  processo  devem  ser  apresentados  em  bom  estado,  sem  rasuras  e/ou incorreções, legíveis, com consistência técnica, de forma a garantir a sua validade e autenticidade.;processo administrativo;documento
4.4.1.14;Os  documentos  juntados  ao  processo  devem  ser  apresentados  em  bom  estado,  sem  rasuras  e/ou incorreções, legíveis, com consistência técnica, de forma a garantir a sua validade e autenticidade.;deve;processo
4.4.1.14.1.1;O  condutor  do  processo  de  contratação  poderá  exigir  para  conferência  a  apresentação  do  documento em  cópia  autenticada,  ou  publicação  em  órgão  da  imprensa  oficial,  ou  cópia  acompanhada  do  original,  caso  exista dúvida a respeito da autenticidade do documento.;processo administrativo;documento
4.4.1.14.1.1;O  condutor  do  processo  de  contratação  poderá  exigir  para  conferência  a  apresentação  do  documento em  cópia  autenticada,  ou  publicação  em  órgão  da  imprensa  oficial,  ou  cópia  acompanhada  do  original,  caso  exista dúvida a respeito da autenticidade do documento.;orgao;entidade_coletiva
4.4.1.14.1.3;Em  caso  de  dúvidas  quanto  à  autenticidade/autoria  dos  documentos  com  assinatura  física,  o  condutor do processo de contratação também poderá exigir a sua apresentação com firma reconhecida em cartório.;processo administrativo;documento
4.4.1.14.1.4;A entrega de documentos na forma física, caso necessária, deve ser endereçada à CECOT, condutora do certame/contratação.;deve;processo
4.4.1.14.1.5;A assinatura digital deve ser verificada para garantir a autoria e integridade do documento.;deve;processo
4.4.1.14.1.6;Para  certificado  digital  no  padrão  ICP  Brasil,  as  verificações  podem  utilizar  os  serviços  de  Validar Assinatura do SERPRO e o Validar do ITI, disponível no site do Instituto Nacional de Tecnologia da Informação.;utiliza;relacionamento
4.4.1.14.2;A verificação de conformidade das assinaturas digitais, deve compor o processo administrativo.;processo administrativo;documento
4.4.1.14.2;A verificação de conformidade das assinaturas digitais, deve compor o processo administrativo.;deve;processo
4.4.1.14.2.1;Os  documentos  de  identificação  e  representação  são  juntados  aos  autos  do  processo  seguindo  os procedimentos de autuação desta norma.;processo administrativo;documento
4.4.1.14.2.1;Os  documentos  de  identificação  e  representação  são  juntados  aos  autos  do  processo  seguindo  os procedimentos de autuação desta norma.;norma;legislacao
4.4.1.15;Publica no DOU, conforme [MN, AE008], o resumo do contrato ou da Ata de RP, para eficácia e início de sua vigência, juntando ao processo a comprovação da publicação.;processo administrativo;documento
4.4.1.17;Inclui o contrato e anexos no SICLG.;anexo;documento
4.4.1.18;Realiza  o  cadastramento  do  contrato  no  ERP/SAP,  conforme  orientação  das  cartilhas  disponíveis  no endereço eletrônico: https://caixa.sharepoint.com/teams/O365GRP-aprendizagemsipge/.;realizar;processo
4.4.1.21;O checklist de procedimentos de contratação disponibilizado no SICLG  pode ser utilizado para conferência dos procedimentos.;utiliza;relacionamento
4.4.1.22;O  processo  autuado  no  SICLG  fica  disponível  à  CEFOR  para  tratamento   das  demandas  de  gestão  formal relacionadas no [MN, AD242]. 4.4.2 GESTOR;processo administrativo;documento
4.4.2.1;Consulta no SICLG o contrato ou a ARP e faz a gestão operacional, conforme  [MN, AD242]. 4.5 CONTROLE DA ATA DE REGISTRO DE PREÇOS 4.5.1 GESTOR;registro;documento
4.5.2.1;"Gerencia a Ata de RP, no que se refere: ▪ ao  controle  do  saldo,  em  relação  ao  valor  e  a  quantidade,  por  meio  de  conferência  dos  relatórios  disponíveis  no ERP/SAP; ▪ ao pedido de adesão de outros órgãos/entidades ou à utilização por outras regionais da CAIXA; ▪ a todas as tratativas junto ao Órgão Gerenciador no caso de a CAIXA aderir à Ata de outro órgão/entidade; ▪ à revogação da Ata; e ▪ à negociação de preços com fornecedores.";relatorio;documento
4.5.2.1;"Gerencia a Ata de RP, no que se refere: ▪ ao  controle  do  saldo,  em  relação  ao  valor  e  a  quantidade,  por  meio  de  conferência  dos  relatórios  disponíveis  no ERP/SAP; ▪ ao pedido de adesão de outros órgãos/entidades ou à utilização por outras regionais da CAIXA; ▪ a todas as tratativas junto ao Órgão Gerenciador no caso de a CAIXA aderir à Ata de outro órgão/entidade; ▪ à revogação da Ata; e ▪ à negociação de preços com fornecedores.";gerencia;entidade_coletiva
4.5.2.1;"Gerencia a Ata de RP, no que se refere: ▪ ao  controle  do  saldo,  em  relação  ao  valor  e  a  quantidade,  por  meio  de  conferência  dos  relatórios  disponíveis  no ERP/SAP; ▪ ao pedido de adesão de outros órgãos/entidades ou à utilização por outras regionais da CAIXA; ▪ a todas as tratativas junto ao Órgão Gerenciador no caso de a CAIXA aderir à Ata de outro órgão/entidade; ▪ à revogação da Ata; e ▪ à negociação de preços com fornecedores.";orgao;entidade_coletiva
4.5.2.4.2;Adicionalmente, realiza a liberação dos pedidos registrados no ERP/SAP, através da transação ZMM9006, apenas quanto às contratações formalizadas pela GECOT/CECOT.;realizar;processo
4.5.2.4.2;Adicionalmente, realiza a liberação dos pedidos registrados no ERP/SAP, através da transação ZMM9006, apenas quanto às contratações formalizadas pela GECOT/CECOT.;transacao;funcao
4.5.2.5;Encaminha  nos  termos  do  [MN,  AE008],  o  extrato  de  contrato  para  fins  de  publicação  no  DOU,  em conformidade com o item [MN, 3.6.5].;termo;documento
4.5.2.6;Anexa ao processo a publicação do extrato de contrato efetuada no DOU.;processo administrativo;documento
4.5.2.7;Envia o contrato assinado ao fornecedor e autua o contrato no processo no SICLG.;processo administrativo;documento
4.5.2.8;Compete à CECOT disponibilizar no SICLG os contratos , que serão consultados pelo Gestor e pela CEFOR e, no caso de aquisição de material permanente, também pela Coordenação Suprimento.;compete;processo
4.5.2.8;Compete à CECOT disponibilizar no SICLG os contratos , que serão consultados pelo Gestor e pela CEFOR e, no caso de aquisição de material permanente, também pela Coordenação Suprimento.;coordenacao;entidade_coletiva
4.5.2.8.1;Também  devem  ser  disponibilizados  no  SICLG  a  proposta  e  a  planilha  de  custos  e  formação  dos  preços contratados, para consulta pelas unidades indicadas no item anterior. 4.6 CONSULTAS  DE  IMPEDIMENTOS  PARA  LICITAR  E  CONTRATAR  E  DA  REGULARIDADE  DO FORNECEDOR 4.6.1 IMPEDIMENTOS PARA CONTRATAÇÃO;planilha;documento
4.5.2.8.1;Também  devem  ser  disponibilizados  no  SICLG  a  proposta  e  a  planilha  de  custos  e  formação  dos  preços contratados, para consulta pelas unidades indicadas no item anterior. 4.6 CONSULTAS  DE  IMPEDIMENTOS  PARA  LICITAR  E  CONTRATAR  E  DA  REGULARIDADE  DO FORNECEDOR 4.6.1 IMPEDIMENTOS PARA CONTRATAÇÃO;deve;processo
4.5.2.8.1;Também  devem  ser  disponibilizados  no  SICLG  a  proposta  e  a  planilha  de  custos  e  formação  dos  preços contratados, para consulta pelas unidades indicadas no item anterior. 4.6 CONSULTAS  DE  IMPEDIMENTOS  PARA  LICITAR  E  CONTRATAR  E  DA  REGULARIDADE  DO FORNECEDOR 4.6.1 IMPEDIMENTOS PARA CONTRATAÇÃO;unidade;entidade_coletiva
4.6.1.1;Na data de convocação da  empresa para formalização da contratação, bem como na data de  assinatura do contrato, independentemente do valor do instrumento contratual, é necessário verificar se há suspensão para licitar ou  contratar  com  a  CAIXA,  impedimento  de  licitar  ou  contratar  com  a  União  ou  declaração  de  inidoneidade,  ativas para a empresa a ser contratada, ou pessoas físicas ou jurídicas enquadradas no item  [MN, 3.1.11.5].;declaracao;documento
4.6.1.1.2;Nos contratos derivados de ARP, as consultas deverão ser realizadas apenas na data da assinatura.;realizar;processo
4.6.1.2.1;"Cujo  administrador  ou  sócio  detentor  de  mais  de  5%  (cinco  por  cento)  do  capital  social  seja  diretor  ou empregado da CAIXA; a)  A  consulta  é  realizada  no  SILIC,  aba  “Fornecedores”,  opção  “Nepotismo”,  a  partir  do  CNPJ  da  empresa  para verificação  dos  sócios  e  do  CPF  do  administrador,  caso  este  não  faça  parte  do  quadro  societário.  No  caso  de contratação  de  Pessoa  Jurídica  constituída  como  MEI,  a  consulta  deve  ser  realizada  pelo  CPF  do microempreendedor individual. b)  Caso  o  administrador  ou  sócio  detentor  de  mais  de  5%  (cinco  por  cento)  do  capital  social  se  encontre  com contrato de trabalho ativo na CAIXA, a situação do vínculo deverá ser diligenciada junto à GETEM. c)  O  percentual  de  participação  societária  deve  ser  verificado  no  contrato  social/alterações  da  empresa  a  ser contratada.";deve;processo
4.6.1.2.1;"Cujo  administrador  ou  sócio  detentor  de  mais  de  5%  (cinco  por  cento)  do  capital  social  seja  diretor  ou empregado da CAIXA; a)  A  consulta  é  realizada  no  SILIC,  aba  “Fornecedores”,  opção  “Nepotismo”,  a  partir  do  CNPJ  da  empresa  para verificação  dos  sócios  e  do  CPF  do  administrador,  caso  este  não  faça  parte  do  quadro  societário.  No  caso  de contratação  de  Pessoa  Jurídica  constituída  como  MEI,  a  consulta  deve  ser  realizada  pelo  CPF  do microempreendedor individual. b)  Caso  o  administrador  ou  sócio  detentor  de  mais  de  5%  (cinco  por  cento)  do  capital  social  se  encontre  com contrato de trabalho ativo na CAIXA, a situação do vínculo deverá ser diligenciada junto à GETEM. c)  O  percentual  de  participação  societária  deve  ser  verificado  no  contrato  social/alterações  da  empresa  a  ser contratada.";realizar;processo
4.6.1.2.2;"Suspensa pela CAIXA ou impedida de contratar no âmbito da União; a)  A consulta é realizada nas seguintes ferramentas: ▪  SICAF, módulo “Consulta”, opção “Situação do Fornecedor”, relatório de Ocorrências Impeditivas Vigentes, a partir do CNPJ/CPF a ser contratado. ▪ CEIS,  CNEP,  CEPIM  e  CNCIA  por  meio  da  página  de  Consultas  Restritivas,  a  partir  do  CNPJ/CPF  a  ser contratado. ▪ No caso do CNCIA, deve ser verificado se consta no registro da pessoa física ou jurídica resposta “SIM” à pena de “Proibição de Contratar com o Poder Público”, pelo prazo assinalado.";relatorio;documento
4.6.1.2.2;"Suspensa pela CAIXA ou impedida de contratar no âmbito da União; a)  A consulta é realizada nas seguintes ferramentas: ▪  SICAF, módulo “Consulta”, opção “Situação do Fornecedor”, relatório de Ocorrências Impeditivas Vigentes, a partir do CNPJ/CPF a ser contratado. ▪ CEIS,  CNEP,  CEPIM  e  CNCIA  por  meio  da  página  de  Consultas  Restritivas,  a  partir  do  CNPJ/CPF  a  ser contratado. ▪ No caso do CNCIA, deve ser verificado se consta no registro da pessoa física ou jurídica resposta “SIM” à pena de “Proibição de Contratar com o Poder Público”, pelo prazo assinalado.";registro;documento
4.6.1.2.2;"Suspensa pela CAIXA ou impedida de contratar no âmbito da União; a)  A consulta é realizada nas seguintes ferramentas: ▪  SICAF, módulo “Consulta”, opção “Situação do Fornecedor”, relatório de Ocorrências Impeditivas Vigentes, a partir do CNPJ/CPF a ser contratado. ▪ CEIS,  CNEP,  CEPIM  e  CNCIA  por  meio  da  página  de  Consultas  Restritivas,  a  partir  do  CNPJ/CPF  a  ser contratado. ▪ No caso do CNCIA, deve ser verificado se consta no registro da pessoa física ou jurídica resposta “SIM” à pena de “Proibição de Contratar com o Poder Público”, pelo prazo assinalado.";deve;processo
4.6.1.2.2;"Suspensa pela CAIXA ou impedida de contratar no âmbito da União; a)  A consulta é realizada nas seguintes ferramentas: ▪  SICAF, módulo “Consulta”, opção “Situação do Fornecedor”, relatório de Ocorrências Impeditivas Vigentes, a partir do CNPJ/CPF a ser contratado. ▪ CEIS,  CNEP,  CEPIM  e  CNCIA  por  meio  da  página  de  Consultas  Restritivas,  a  partir  do  CNPJ/CPF  a  ser contratado. ▪ No caso do CNCIA, deve ser verificado se consta no registro da pessoa física ou jurídica resposta “SIM” à pena de “Proibição de Contratar com o Poder Público”, pelo prazo assinalado.";realizar;processo
4.6.1.2.3;"Declarada inidônea; a)  A consulta é realizada no CEIS e CNCIA por meio da página de Consultas Restritivas, a partir do CNPJ/CPF a ser contratado.";realizar;processo
4.6.1.2.4;"Constituída por sócio de empresa que estiver suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea por meio do SICAF, módulo Consulta, opção Níveis de Cadastramento, Consulta Nível II – Habilitação Jurídica.";relatorio;documento
4.6.1.2.4;"Constituída por sócio de empresa que estiver suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea por meio do SICAF, módulo Consulta, opção Níveis de Cadastramento, Consulta Nível II – Habilitação Jurídica.";deve;processo
4.6.1.2.4;"Constituída por sócio de empresa que estiver suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea por meio do SICAF, módulo Consulta, opção Níveis de Cadastramento, Consulta Nível II – Habilitação Jurídica.";realizar;processo
4.6.1.2.5;"Cujo administrador seja sócio de empresa suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção Quadro de Participação Societária/Administrativa; ▪ à empresa a ser contratada, solicitando a apresentação de documentos comprobatórios de que o administrador não é sócio da empresa suspensa, impedida ou declarada inidônea.";relatorio;documento
4.6.1.2.5;"Cujo administrador seja sócio de empresa suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção Quadro de Participação Societária/Administrativa; ▪ à empresa a ser contratada, solicitando a apresentação de documentos comprobatórios de que o administrador não é sócio da empresa suspensa, impedida ou declarada inidônea.";deve;processo
4.6.1.2.5;"Cujo administrador seja sócio de empresa suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção Quadro de Participação Societária/Administrativa; ▪ à empresa a ser contratada, solicitando a apresentação de documentos comprobatórios de que o administrador não é sócio da empresa suspensa, impedida ou declarada inidônea.";realizar;processo
4.6.1.2.6;"Constituída  por  sócio  ou  cujo  administrador  tenha  sido  sócio  ou  administrador  de  empresa  suspensa, impedida ou declarada inidônea, no período dos fatos que deram ensejo à sanção; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea  por  meio  do  SICAF,  módulo  “Consulta”,  opção  “Níveis  de  Cadastramento”,  Consulta  Nível  II  – Habilitação Jurídica. ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos documentos que comprovem que o sócio ou administrador da empresa a ser contratada não foi sócio ou administrador da empresa suspensa, impedida ou declarada inidônea no período dos fatos que deram ensejo à sanção.";relatorio;documento
4.6.1.2.6;"Constituída  por  sócio  ou  cujo  administrador  tenha  sido  sócio  ou  administrador  de  empresa  suspensa, impedida ou declarada inidônea, no período dos fatos que deram ensejo à sanção; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea  por  meio  do  SICAF,  módulo  “Consulta”,  opção  “Níveis  de  Cadastramento”,  Consulta  Nível  II  – Habilitação Jurídica. ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos documentos que comprovem que o sócio ou administrador da empresa a ser contratada não foi sócio ou administrador da empresa suspensa, impedida ou declarada inidônea no período dos fatos que deram ensejo à sanção.";deve;processo
4.6.1.2.6;"Constituída  por  sócio  ou  cujo  administrador  tenha  sido  sócio  ou  administrador  de  empresa  suspensa, impedida ou declarada inidônea, no período dos fatos que deram ensejo à sanção; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea  por  meio  do  SICAF,  módulo  “Consulta”,  opção  “Níveis  de  Cadastramento”,  Consulta  Nível  II  – Habilitação Jurídica. ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos documentos que comprovem que o sócio ou administrador da empresa a ser contratada não foi sócio ou administrador da empresa suspensa, impedida ou declarada inidônea no período dos fatos que deram ensejo à sanção.";realizar;processo
4.6.1.2.7;"Que tiver, nos seus quadros de diretoria, pessoa que participou, em razão de vínculo de mesma natureza, de empresa declarada inidônea. a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo Consulta, opção Dirigentes; ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos  documentos  que  comprovem  que  o  dirigente  da  empresa  a  ser  contratada  não  atuou  como  dirigente  da empresa  declarada  inidônea  durante  o  período  de  vigência  da  sanção  ou  no  período  dos  fatos  que  deram ensejo à inidoneidade.";relatorio;documento
4.6.1.2.7;"Que tiver, nos seus quadros de diretoria, pessoa que participou, em razão de vínculo de mesma natureza, de empresa declarada inidônea. a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo Consulta, opção Dirigentes; ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos  documentos  que  comprovem  que  o  dirigente  da  empresa  a  ser  contratada  não  atuou  como  dirigente  da empresa  declarada  inidônea  durante  o  período  de  vigência  da  sanção  ou  no  período  dos  fatos  que  deram ensejo à inidoneidade.";deve;processo
4.6.1.2.7;"Que tiver, nos seus quadros de diretoria, pessoa que participou, em razão de vínculo de mesma natureza, de empresa declarada inidônea. a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo Consulta, opção Dirigentes; ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos  documentos  que  comprovem  que  o  dirigente  da  empresa  a  ser  contratada  não  atuou  como  dirigente  da empresa  declarada  inidônea  durante  o  período  de  vigência  da  sanção  ou  no  período  dos  fatos  que  deram ensejo à inidoneidade.";realizar;processo
4.6.1.2.7;"Que tiver, nos seus quadros de diretoria, pessoa que participou, em razão de vínculo de mesma natureza, de empresa declarada inidônea. a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo Consulta, opção Dirigentes; ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos  documentos  que  comprovem  que  o  dirigente  da  empresa  a  ser  contratada  não  atuou  como  dirigente  da empresa  declarada  inidônea  durante  o  período  de  vigência  da  sanção  ou  no  período  dos  fatos  que  deram ensejo à inidoneidade.";diretoria;entidade_coletiva
4.6.1.2.8.1;"à contratação do próprio empregado ou dirigente, como pessoa física, bem como à participação dele em procedimentos licitatórios, na condição de licitante; a)  A consulta é realizada no SILIC, aba “Fornecedores”, opção “Nepotismo”, a partir do CPF da pessoa física a ser contratada. b)  Para verificar o impedimento, deve ser realizada diligência junto à GETEM para verificar se a pessoa física a ser contratada possui contrato de trabalho ativo com a CAIXA.";deve;processo
4.6.1.2.8.1;"à contratação do próprio empregado ou dirigente, como pessoa física, bem como à participação dele em procedimentos licitatórios, na condição de licitante; a)  A consulta é realizada no SILIC, aba “Fornecedores”, opção “Nepotismo”, a partir do CPF da pessoa física a ser contratada. b)  Para verificar o impedimento, deve ser realizada diligência junto à GETEM para verificar se a pessoa física a ser contratada possui contrato de trabalho ativo com a CAIXA.";realizar;processo
4.6.1.2.8.2;"a quem tenha relação de parentesco, até o terceiro grau civil, com: a)  dirigente CAIXA; ▪ A consulta é realizada no SILIC, aba “Fornecedores”, opções “Nepotismo” e SICOW, a partir do CNPJ/CPF a ser contratado, para verificar se os sócios da empresa são relacionados como dependente de dirigente CAIXA ou parte relacionada; no caso de contratação  de  Pessoa Jurídica constituída como MEI,  a consulta deve ser realizada pelo CPF do microempreendedor individual. ▪ Caso  a  consulta  SILIC  retorne  a  informação  de  parte  relacionada,  deve  ser  realizada  consulta  no  SICOW, módulo  Partes  Relacionadas,  para  verificar  se  a  parte  relacionada  é  referente  a  parentesco  com  dirigente CAIXA, hipótese em que a contratação estará impedida. b)  empregado CAIXA cujas atribuições envolvam a atuação na área responsável pela instrução da demanda, pela licitação ou pela contratação ou pela gestão formal, técnica ou operacional do contrato ;";deve;processo
4.6.1.2.8.2;"a quem tenha relação de parentesco, até o terceiro grau civil, com: a)  dirigente CAIXA; ▪ A consulta é realizada no SILIC, aba “Fornecedores”, opções “Nepotismo” e SICOW, a partir do CNPJ/CPF a ser contratado, para verificar se os sócios da empresa são relacionados como dependente de dirigente CAIXA ou parte relacionada; no caso de contratação  de  Pessoa Jurídica constituída como MEI,  a consulta deve ser realizada pelo CPF do microempreendedor individual. ▪ Caso  a  consulta  SILIC  retorne  a  informação  de  parte  relacionada,  deve  ser  realizada  consulta  no  SICOW, módulo  Partes  Relacionadas,  para  verificar  se  a  parte  relacionada  é  referente  a  parentesco  com  dirigente CAIXA, hipótese em que a contratação estará impedida. b)  empregado CAIXA cujas atribuições envolvam a atuação na área responsável pela instrução da demanda, pela licitação ou pela contratação ou pela gestão formal, técnica ou operacional do contrato ;";realizar;processo
4.6.1.2.8.2;"a quem tenha relação de parentesco, até o terceiro grau civil, com: a)  dirigente CAIXA; ▪ A consulta é realizada no SILIC, aba “Fornecedores”, opções “Nepotismo” e SICOW, a partir do CNPJ/CPF a ser contratado, para verificar se os sócios da empresa são relacionados como dependente de dirigente CAIXA ou parte relacionada; no caso de contratação  de  Pessoa Jurídica constituída como MEI,  a consulta deve ser realizada pelo CPF do microempreendedor individual. ▪ Caso  a  consulta  SILIC  retorne  a  informação  de  parte  relacionada,  deve  ser  realizada  consulta  no  SICOW, módulo  Partes  Relacionadas,  para  verificar  se  a  parte  relacionada  é  referente  a  parentesco  com  dirigente CAIXA, hipótese em que a contratação estará impedida. b)  empregado CAIXA cujas atribuições envolvam a atuação na área responsável pela instrução da demanda, pela licitação ou pela contratação ou pela gestão formal, técnica ou operacional do contrato ;";responsavel;entidade_coletiva
44;"/ 47 ▪  A  consulta  é  realizada  no  SILIC,  aba  “Fornecedores”,  opção  “Nepotismo”,  a  partir  do  CNPJ/CPF  a  ser contratado,  para  verificar  se  os  sócios  da  empresa  ou  a  pessoa  física  a  ser  contratada  é  relacionada  como dependente de empregado CAIXA; no caso de contratação de Pessoa Jurídica constituída como MEI, a consulta deve ser realizada pelo CPF do microempreendedor individual. ▪ Caso o sócio da empresa ou a pessoa física a ser contratada seja relacionada como dependente de empregado CAIXA,  deve  ser  realizada  diligência  para  verificar  se  o  empregado  CAIXA  atua  na  área  responsável  pela instrução  da  demanda,  pela  licitação  ou  pela  contratação  ou  pela  gestão  formal,  técnica  ou  operacional  do contrato, hipótese em que a contratação estará impedida. c)  autoridade do Ministério da Fazenda. ▪ A consulta é realizada no SICAF, módulo “Consulta”, opção “Situação do Fornecedor”, relatório de Situação do Fornecedor, Vínculo com “Serviço Público”.";relatorio;documento
44;"/ 47 ▪  A  consulta  é  realizada  no  SILIC,  aba  “Fornecedores”,  opção  “Nepotismo”,  a  partir  do  CNPJ/CPF  a  ser contratado,  para  verificar  se  os  sócios  da  empresa  ou  a  pessoa  física  a  ser  contratada  é  relacionada  como dependente de empregado CAIXA; no caso de contratação de Pessoa Jurídica constituída como MEI, a consulta deve ser realizada pelo CPF do microempreendedor individual. ▪ Caso o sócio da empresa ou a pessoa física a ser contratada seja relacionada como dependente de empregado CAIXA,  deve  ser  realizada  diligência  para  verificar  se  o  empregado  CAIXA  atua  na  área  responsável  pela instrução  da  demanda,  pela  licitação  ou  pela  contratação  ou  pela  gestão  formal,  técnica  ou  operacional  do contrato, hipótese em que a contratação estará impedida. c)  autoridade do Ministério da Fazenda. ▪ A consulta é realizada no SICAF, módulo “Consulta”, opção “Situação do Fornecedor”, relatório de Situação do Fornecedor, Vínculo com “Serviço Público”.";deve;processo
